,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
1405,"151.03854571984436,39.09015533803502","148.0405368433852,35.4481889895428","153.22528574902725,35.92635122811284","144.1887615515564,39.17545826240272","157.97317303015564,38.62284548273346","139.55813776750972,62.94987232490273","164.23399501459144,60.76956544868677","135.25848127431908,87.67706560068093","181.33567910992218,88.10324203550584","140.3771431177043,103.59973857003891","169.79833414396887,76.30476349708171","144.3613053258755,119.81718142023347","160.99373784046693,123.91193458171206","162.09423638132296,184.8477626459144","187.21377979085602,195.81015928988327","152.86984739785993,226.03611381322958","183.41622081712063,233.7951118677043",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_1_flipped\2_19.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_1_flipped,2
1404,"150.78451787451363,38.74088794990272","147.3588734192607,35.1051267631323","152.7835755107004,35.43416752796693","144.1269759241245,38.87620455374514","157.7188563959144,38.070570890077825","139.1628009484436,62.83438715953307","164.15647799124514,60.444290339250976","137.54111442120623,97.0344418774319","181.0526507782101,86.94015989785993","145.6816178258755,96.22892600924125","170.28280034046693,76.60118251459144","144.98121352140078,118.3937940783074","160.3886490758755,123.08083049610894","160.04707259241246,184.63791950389106","188.76857368677042,194.7252401507782","105.84856821498055,174.22663849708172","177.33014652237355,225.45472093871595",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_1_flipped\3_23.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_1_flipped,3
1401,"149.82399075875486,38.64760153210117","146.55388193093384,35.00895245622568","151.96963156614785,35.321258663667315","143.65600680933852,39.2759188047179","157.19316938229574,38.34986016536965","138.72378100680933,62.634020853599225","164.03448747568095,60.46745044990273","138.71461575875486,91.37487080496109","179.95912876945525,87.10378161478599","107.78651659776264,147.7860834143969","174.38334447957197,72.62156493190662","143.88729632782102,118.01541980787938","161.1695494892996,121.6887691512646","160.3278362110895,186.4348097033074","182.96719965953307,192.36385882782102","155.3293409533074,223.04331833657588","178.36372203307394,227.87021218385215",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_1_flipped\4_27.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_1_flipped,4
1415,"107.35647951118678,39.84819202942607","103.33900778210116,34.666133420476655","107.88444643725681,37.738243251459146","96.1093218020428,38.50042558365759","114.11271887159533,39.14844509970817","91.26098917801556,61.895469813959146","116.30087244649806,61.1328390989786","74.07214402966926,87.22438138375486","122.84689627918289,88.27926647616732","81.45870318579766,70.54413910505836","119.91882751702335,112.51421905398833","97.66122020914398,119.07362597276264","114.37128374270428,119.05178441147861","107.55092564445525,167.78742096303503","113.42681481031128,168.11208049610894","107.11992339494164,218.64988144455253","111.5735879742218,215.7125182392996",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_1_original\0_11.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_1_original,0
1413,"107.04551465223736,39.770477413667315","103.3234815783074,34.50765670598249","108.21841561284047,36.440562682392994","96.42975589737354,38.29822774805447","114.02053441147861,39.01564399927043","91.42933031371595,61.83143087305447","116.00825328307393,61.10318123784047","73.82257721303502,87.66915430447472","120.53438867947472,88.29078763375486","79.84080131322958,71.71451696254864","119.62348765807393,111.31741701118678","98.26183274562257,117.64807271400778","114.56494710603113,117.79994528210116","114.02651538180935,161.4075723492218","109.51079158560312,161.49972641050584","117.59735226167315,212.5096820282101","112.40748115272373,212.66217777237355",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_1_original\1_15.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_1_original,1
1416,"106.27935767266537,39.370018391293776","103.0554246716926,34.914989664396884","108.30823656371595,37.63068458171206","96.1609770184825,38.5083672786965","113.79029365272373,39.213103416828794","91.2785825024319,62.6596546692607","115.11664792071984,62.60710268725681","73.18067546206225,88.27808852140078","118.15907709143968,88.56436952821012","78.22375820768482,74.20866518725681","118.94709083171206,108.02372628891051","97.66818914153697,118.9544473492218","113.95092108463035,118.81124604815176","126.3893558487354,157.74624574416342","108.98535536235408,160.12849586575877","104.18210420719845,223.98390381809338","104.14976744892996,225.20046510214007",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_1_original\2_19.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_1_original,2
1417,"106.6921434216926,39.58058350559339","101.45060189688716,37.29848233827821","108.10762706712062,37.07005410992218","96.62714311770428,38.121918318336576","111.18724920963035,39.30040506444553","92.6967108463035,62.08652267752918","115.72107551070039,62.016631961332685","73.75930964250973,87.9698063594358","118.37832107247083,86.6692910992218","77.67664001702335,73.02550462062257","118.55655702821012,106.73009636429961","98.61721029912451,118.13505441391051","112.05755258998055,117.42113022859922","110.58001732733463,160.0648255107004","105.13246291342412,160.88554839494162","106.16312773589495,223.87902784533074","106.01000121595331,224.71212305447472",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_1_original\3_23.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_1_original,3
1419,"106.77632538910505,39.760852383268485","102.94487171692607,35.55020367217899","108.49665612840467,37.404536265807394","96.83041251215954,38.50652814931907","111.40740515564202,39.311048455739304","92.93924793287938,61.97826863448444","115.9926890807393,62.00096896279183","74.25113995622569,86.83727504863813","116.3587442242218,92.54182119406615","78.11720269941634,72.35888861867704","120.09840102140078,109.87717351653697","98.62153453307393,119.9415658438716","112.18655003647861,116.14349768968872","104.39742673881324,174.30932332198444","104.68175462062257,174.65354450389106","104.2878465466926,224.37536478599222","105.74223309824903,224.7302863570039",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_1_original\4_27.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_1_original,4
1411,"151.84025413424123,39.55101684095331","148.89389287451363,35.51912086575876","153.80298516536965,35.56907754742218","145.90625,39.1546654608463","159.3029699659533,38.486768908073934","139.65971546692606,62.249122233706224","164.5995257782101,60.51345148346304","133.31895975194553,88.22213946984436","180.6081134484436,87.75955283317121","134.2585724708171,107.45464494163424","170.82795780642024,75.29904851653697","141.8715193336576,118.7680265077821","160.1260031614786,123.21286782587549","132.78685858463035,164.52688776750972","189.3295537451362,196.80503708657588","123.92703520184826,203.5699173151751","179.9338825389105,228.64681116245137",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_flipped\0_62.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_flipped,0
1407,"151.7436162451362,40.488406645184824","148.89038180933852,36.54178319552529","154.1450328307393,36.18905414032101","145.9470300340467,40.151686375243195","159.58455435311285,38.87992841074903","140.19053988326849,62.4398749088035","164.75443822957197,60.86415141658561","132.98604693579767,87.95849799367704","180.23306785019454,88.40700997081713","132.96802042801556,107.23245227383269","170.8492369892996,75.00970482733463","140.3471090710117,119.87496200145914","159.6712214250973,123.7022282344358","135.33978295233464,166.20450814688715","148.72102991245137,168.80993129863813","153.86197410019454,223.4235925340467","138.78602261673151,212.0877310311284",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_flipped\1_66.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_flipped,1
1409,"151.48955800097278,40.93579766536965","148.713156614786,37.09065311892024","154.0268421692607,36.524368464250976","145.91146339980546,40.75695753283074","159.01357307879377,39.41240576361868","139.8776902966926,62.32914336089494","165.02915248054475,60.9385297604572","132.50893725680933,87.90571042071984","180.49249148832686,88.4425690053502","132.80251398346303,107.53761855544747","170.0907405155642,74.408203125","139.98948200389106,120.12028818093385","160.08967655642024,123.57625547178988","136.12712791828793,166.64000182392996","141.3116032344358,169.73335663910507","154.35397920719845,222.31108645428017","139.44522130350194,212.42154061284046",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_flipped\2_70.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_flipped,2
1412,"151.4869589007782,40.648353903210115","148.48647251945525,36.7852360469358","154.16702638618676,36.44903635700389","145.3137615515564,40.612293287937746","159.1738509241245,39.51827729815175","139.38647555933852,62.37657313959144","165.0304596303502,61.21121488934825","132.63731152723736,87.93729480787938","180.4875212791829,88.12467321254864","133.29166160019454,107.81182362597276","175.59160688229574,73.90571802042801","140.19095026750972,118.84080891293775","159.7627219114786,121.8782982733463","137.97087791828793,167.20689445525292","150.63296449416342,171.36312925583658","143.9117673881323,215.2857642266537","137.05344114785993,214.26109557392996",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_flipped\3_74.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_flipped,3
1414,"151.04062803988327,40.30398072714008","148.20517692120623,36.568556967412455","153.5580921692607,36.146514773832685","145.14538241731518,40.59914579280156","158.4009150048638,39.650326027480546","139.1476471303502,62.4935060493677","164.25173273346303,61.34232125486381","131.86303805933852,88.1826969844358","180.50062317607004,88.7521127188716","133.43041707198444,108.61827425826849","170.6005593385214,76.33584630350195","140.57861138132296,119.17684520914398","160.0021887159533,122.45200784289884","144.39941026264592,172.36208049610894","140.6986107733463,171.5513892266537","151.02027602140078,219.12282648346303","137.84542193579767,215.1778179717899",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_flipped\4_78.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_flipped,4
1420,"107.55437591196498,40.80852535262646","103.11870744163424,35.653943488570036","108.01089798151752,38.05200480301556","97.17834995136187,37.953983767023345","113.94436253647861,39.39679596303502","90.12126854328794,62.23491077942607","116.581187682393,61.35253146279183","75.36762068336576,87.56883055690662","121.63298729328794,87.39494923394942","76.90172817363813,73.77384028453308","122.11770428015565,107.47676769212062","98.55582745622569,119.55921692607004","114.94878556663424,116.4465512524319","123.31036448200389,166.1576787451362","113.54424550097276,165.26348188229574","105.20440175097276,221.2249817607004","109.74516658560312,214.9811831225681",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_original\0_62.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_original,0
1418,"106.71685767266537,40.552050401264594","103.26668895914398,36.3217640442607","108.52276872568093,37.39991944309339","97.73486898103113,38.73557195403696","113.80421631809338,39.86212229450389","90.56994771400778,62.45519212062257","116.8244315418288,61.34220725924125","76.44166464007782,87.0279517266537","122.35549914883269,86.41473887402724","75.59868221060312,73.54311314445525","122.18324416342412,107.5750395184825","98.02547422178988,118.78492065904669","114.84595391536965,116.41380410992218","113.72453337791829,164.4901051799611","112.83570190904669,164.25156553988327","118.82335238326849,215.66503526264592","111.1464311770428,217.26532101167317",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_original\1_66.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_original,1
1423,"107.60717108463035,41.1196954036965","103.31207441634241,36.0826392266537","108.51611898103113,37.315406888375485","97.6140488205253,38.314308730544745","114.51425705252919,39.543819917315176","90.58916737597276,62.248844844357976","117.20317059824903,61.351699294747085","75.40275413424125,87.43131383754864","122.48703489785993,87.10782465953308","79.62504559824903,72.49822166828794","122.34621230544747,108.09634910019456","97.79670020671206,116.58760943579767","115.07478872811284,118.16891111381324","112.97800644455253,165.09949537937743","112.58083809581713,165.32383876459144","109.91229176799611,218.91480727140078","112.02358189445525,219.18766719357976",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_original\2_70.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_original,2
1427,"107.28485986138132,41.46645868798638","102.82949294747083,36.518558487354085","108.2911752188716,37.68191801434825","97.17524927042801,38.929926890807394","113.88003100680935,39.722302863570036","89.95195464494164,62.83324340345331","117.17598644212062,61.45375577577821","75.1388314688716,87.54841014105058","122.31633025291829,86.46727565661479","77.12897464737354,73.12345725924125","122.1620561770428,108.09191087062257","97.35062773589495,117.10960299124514","114.68071346060312,117.98230787937743","110.66244376215954,165.54430629863813","113.43791038424125,165.52989725194553","113.2727535262646,217.12161053015564","110.9524638253891,216.71189506322958",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_original\3_74.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_original,3
1421,"107.02965406128405,41.246108949416346","102.74907283560312,36.235416160019454","108.29084843142023,37.12295947835603","97.32804140321012,38.57072288424125","113.68606365515565,39.66475407344358","90.60673030155642,62.14380167801556","116.79939050340467,60.94183943336576","74.96554292315176,87.29214038180935","121.7573641172179,86.32617947470817","79.21992035505836,74.18946072470817","122.50074477140078,107.74896643968872","97.33314840710116,117.0415704036965","114.4870652966926,117.35955739299611","110.69560128891051,166.6051495622568","111.66185098492218,166.85665430447472","107.88784350680935,219.48732368677042","108.80502188715954,219.35214007782102",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_2_original\4_78.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_2_original,4
1422,"150.58004012645915,38.94899075875487","146.9462092655642,35.127743494649806","152.70210663910507,35.40582441634241","143.49837366245137,39.366484526994164","157.46479815175098,39.12266308973736","138.2624787208171,62.72886141172179","163.9534441877432,60.86496458535992","135.35022495136187,97.8274410262646","179.46294382295721,87.64814111138132","108.32747902480546,157.75281189202335","170.5328307392996,76.05000607976653","143.2178228356031,118.85829584143968","160.17993069066148,123.79425310068093","159.92991549124514,186.00732611867704","188.52714615758754,197.9579280155642","109.86724829766537,162.17540126459144","182.40938107976655,227.9975680933852",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_flipped\0_49.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_flipped,0
1425,"151.05689141536965,38.05938791950389","147.70497932879377,34.097842442850194","152.9970209143969,34.99580876094358","144.2061344844358,38.170913636916346","157.81280398832686,38.143167102383266","138.67433730544747,62.469635366001945","164.13684034533074,60.6793721121109","136.21118069066148,97.02385548394942","179.90473005836577,87.17917831955253","144.26725133754863,95.95307940175097","170.74601775291828,76.3088065418288","143.39219053988327,118.63284289883269","159.81841257295721,122.71193306177042","158.9907131566148,185.48825085116732","189.06333596789884,195.81122324902725","152.46507174124514,221.45420415856032","180.79000486381324,229.08283681906616",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_flipped\1_53.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_flipped,1
1424,"151.31405034046693,38.92891992947471","148.2322926799611,34.96873480058366","153.64877188715954,35.326969844357976","145.1542132782101,38.67708839980545","158.93730240758754,38.527427346789885","138.80415552042803,62.518368494649806","164.17585724708172,60.95592549246109","134.41161539396887,89.06231000729572","180.94934034533074,87.4935098492218","137.75566938229574,106.28464706955253","169.48431420233464,74.04269516050584","144.31319917315176,119.54592503647861","160.9956985651751,125.27932727383269","127.28935888861868,153.59592351653697","189.53992886673151,201.14308730544747","151.89719114785993,225.705921692607","182.52492704280155,232.76556420233464",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_flipped\2_57.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_flipped,2
1428,"151.75316147859922,39.62632234922179","148.81566147859922,35.608447835603116","153.97464737354085,35.63094677164397","145.72168348735408,39.43838916585603","159.63168774319067,38.65863630836576","139.42983949416342,62.51510821984436","164.82707624027236,60.90666038424125","133.64983584630352,88.57721303501945","180.68497689688715,88.1536660992218","134.66558244163426,107.15507204523347","171.1114573200389,74.48825085116732","143.1783195525292,119.02328550583658","161.39558000972764,123.8684794503891","162.49696011673151,183.95026750972764","188.62969661964982,197.00632295719845","154.71058791342412,225.99597215466926","182.59058852140078,234.81900535019454",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_flipped\3_61.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_flipped,3
1426,"151.72359861381324,40.23968339615759","148.87579036964982,36.27770093628405","153.93856395914398,35.929953489785994","145.91526325389106,40.05786797786965","159.60397920719845,38.68050066877432","139.79980848735408,62.36046555812257","164.76129316634243,60.82748282465953","132.73990758754863,88.2669473492218","180.32941695038912,88.48539336089495","132.70760882782102,107.23712609435798","170.71206225680933,75.11617673881324","140.22124270428014,119.36366123540856","160.30097884241246,123.06121564931907","134.6821194066148,165.93306177042803","149.58935736867704,167.01048759727627","154.69386855544747,222.8295993433852","141.24618494649806,212.3341439688716",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_flipped\4_65.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_flipped,4
1431,"106.77614299610894,40.5995827760214","102.66737597276264,36.138398285505836","108.6126732733463,38.33329660141051","96.10936740029183,39.572706408073934","111.4342777237354,40.318032587548636","92.004749817607,63.016673759727624","116.93930873054475,62.76231912694553","74.92809156128405,86.64619558608949","118.12803228356032,90.03623540856032","76.74468020428016,73.34004134241245","117.79416950389106,104.751109557393","99.00003039883269,119.5769090466926","112.41483767023347,115.02223674610894","107.84128769455253,163.75130714980546","108.11732429474708,163.6781067607004","106.94928714737354,223.56394394455253","106.7344281979572,223.89521522373542",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_original\0_49.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_original,0
1430,"106.6633785262646,40.85138770671206","102.45253982247083,36.58463035019455","108.49762129134241,37.68198641172179","97.82409715466926,38.745067789396884","113.5592017266537,40.05806177042802","91.42466409289884,63.159324081955255","117.09662268968872,62.44594327577821","75.11698990758755,87.36304565904669","119.14407526750973,87.29435949659533","75.38934064931907,73.73046115029183","118.35626671935798,105.76909806663424","98.78752735894942,119.26454584143968","113.17670841439688,114.79771096789884","107.11941421449417,163.0264165856031","107.24587335846303,163.41236016536965","105.54188199173151,223.98104632782102","104.98675370865759,224.72441938229574",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_original\1_53.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_original,1
1432,"106.53371230544747,40.58143847276265","102.46966956468872,36.36220969114786","108.32344357976653,37.22518695282101","97.39969145184826,38.35349662572957","113.19838278210116,39.732494072227624","91.15025383025292,62.52827091439689","116.34614390807393,61.83520792801556","75.00328307392996,87.94117825875486","121.0175249270428,86.3817561405642","76.08083049610894,73.28749696011673","120.29216318093385,106.66916190418289","98.36916342412451,119.33293561527238","113.81029608463035,115.93623844844358","125.49762129134241,155.22221546692606","110.43028027723736,159.50574537937743","137.9159320282101,186.75387585116732","103.88771431177042,223.74072835603113",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_original\2_57.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_original,2
1429,"107.5514120257782,40.56006049367704","103.01276750972762,35.321676647616734","108.40728356031128,36.74245728964008","97.10886581955253,37.943260578793776","113.90293652723736,39.292117582684824","89.68663363326849,62.32294959873541","116.20028270914398,61.761977140077825","75.05751459143968,88.29399471060312","120.96374939202335,88.36676191634241","77.43110104571984,73.60644151264592","122.23945920476653,107.45469813959144","97.67183700145914,118.3195221303502","114.4836378283074,117.1789503283074","125.04980088764592,163.2420051070039","111.60815144698444,164.82446194066148","105.62933183365759,222.92480848735408","104.6596318701362,224.4576848249027",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_original\3_61.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_original,3
1441,"107.84072531614787,40.94802559581712","103.34602231274319,35.856395914396884","108.48502097519456,37.2569157344358","97.43335055933852,38.61692531006809","114.08526112597276,39.59092290856031","90.28553623540856,62.30344114785992","116.8430660262646,61.33433396157588","75.38886186770428,87.4667436770428","122.59006414153697,86.38538880107004","76.87762189931907,73.49631414153697","122.2663621716926,107.14076179474708","98.74338825389106,117.6219905155642","115.27551222033074,114.94249300826849","114.149547057393,162.50954523346303","112.22989877188716,162.32709143968873","119.82505471789884,213.4162512159533","110.56365515564202,213.9998936040856",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_3_original\4_65.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_3_original,4
1434,"148.70181785019454,40.15309992096304","145.83760943579767,37.41162299367704","151.4172087791829,37.35096972276265","142.67152541342412,40.98974799367704","157.49908803501947,39.6327593020428","138.21210785505838,62.69728462427043","163.10878222276264,61.53192257417315","134.77453185797665,92.9656645184825","175.9071467655642,87.61920142266537","139.03302833171207,103.69177103599222","168.4378951848249,76.19793439931907","145.3998662451362,119.19361016536965","160.95105787937743,124.56113205252919","168.29673820525292,186.28942728599222","195.7889561040856,197.51580739299612","115.57447714007782,188.0096364299611","175.58839980544747,229.10350802529183",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_4_flipped\0_144.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_4_flipped,0
1433,"148.8865059581712,38.93324416342413","145.62645914396887,35.79601243312257","150.4987384484436,35.79213278210117","142.90526203793775,39.950932484192606","159.77244953793775,39.59273923881323","138.19701483463035,61.62634894820039","162.80815296692606,60.39508982855058","134.44687803988327,87.69186983219845","179.08125607976655,86.2977717655642","134.75007599708172,105.63201453064202","172.0925340466926,71.18178501945525","142.9011277966926,118.23345543531128","161.02112718871595,124.7844950753891","130.44646765564204,162.8245379377432","174.19199902723736,190.30243798638134","155.23121352140078,227.96765564202335","179.07531310797665,236.82368677042803",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_4_flipped\1_148.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_4_flipped,1
1437,"147.1139956225681,37.43985590953307","144.16959508754863,34.281037208171206","150.0757994892996,34.15281493190662","142.2859770184825,38.910300644455255","158.8233219844358,39.30530687621595","137.03435068093384,61.249376823929964","161.72774805447472,60.293899714250976","133.3874331225681,88.19630046206225","176.71893239299612,87.4307438594358","131.92020306420233,107.36091014105058","167.7866913910506,71.43147343142023","138.9941634241245,119.21770883998055","159.33108888618676,122.88444643725681","135.1954188959144,165.01073078793775","149.47262585116732,168.37457441634243","156.109375,224.88349647373542","144.33674306906616,215.99787208171207",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_4_flipped\2_152.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_4_flipped,2
1435,"147.0562226410506,37.41593962791829","143.72271704766538,34.00288788910506","150.06721181906616,33.853382630107006","142.36692910992218,39.17684520914397","159.21478295233464,39.40948747568093","137.32956894455253,61.861426921206224","161.64673516536965,60.47269804839494","132.57909776264592,89.3841348492218","178.90562682392996,86.5106623905642","130.6455648103113,107.41602322470817","166.8586606274319,66.03701057879377","138.14842230058366,117.54458748784047","159.32351957684824,120.64197774805447","139.4635214007782,165.95817120622567","149.965953307393,170.66193458171207","154.03477626459144,220.03266354571986","139.11540916828793,214.43284897859922",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_4_flipped\3_156.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_4_flipped,3
1436,"146.70174185311285,37.791220817120625","143.07649866245137,34.38917725559339","149.10663910505838,34.72357201483463","141.27553501945525,39.169937074416346","158.81304717898834,39.64741913910506","136.67473249027236,61.54809855301556","160.4537329766537,60.624107034289885","132.81950693093384,89.92679961089495","176.38408925097278,85.94335177529183","130.3608037451362,109.03865211575875","166.21490454766538,63.28335891901751","139.00091196498056,117.36899623054475","158.6117765077821,119.34406918774319","139.18885274805447,170.7588156614786","150.77811892023345,171.07658985894943","150.8617765077821,219.55567546206225","143.72180508268482,217.67719479571986",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_4_flipped\4_160.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_4_flipped,4
1438,"107.83393877675097,42.73873343263619","104.72955678501945,38.54091302893969","109.80551586819067,39.96190646279183","98.2610043774319,40.92573945160506","114.0443974951362,41.359633390077825","92.942249817607,63.0755107003891","115.6315965466926,63.17891232976654","76.77061040856032,87.39760153210116","118.07678745136187,87.66620561770428","64.56233280642023,70.88905946011673","118.38246291342412,108.49428501945525","95.70203064202335,120.91887311527238","112.89538241731518,117.51508542071984","111.8762919503891,161.56753100680933","113.72698808365759,162.06681663424123","71.25158833900778,229.9358888618677","100.43591166099222,224.24040916828795",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_4_original\0_144.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_4_original,0
1439,"107.94121625729572,40.23815205496109","104.95643087305447,35.60605392752918","109.24510578793775,37.60289624878405","98.41448808365759,38.750197592412455","111.82639226653697,39.989409806663424","93.68389013861868,62.04055204280156","116.59089250972762,61.22250805569066","78.38328368190662,85.04856973492218","121.34321802042801,88.00943123784047","66.51302589980544,71.73005836575875","120.98255107003891,107.65461606274319","98.67770397616732,120.99743129863813","114.85839463764592,117.57014530642023","125.60334843142023,164.03821133268482","112.72863722033074,164.42503647859922","76.84445677285993,224.2935767266537","102.81537268968872,224.93295537451363",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_4_original\1_148.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_4_original,1
1442,"109.08478234435798,38.22205587305447","105.94587487840467,33.66243236259728","107.80645063229572,35.138580678501945","99.31272799124514,37.52010122811284","111.8618829036965,38.76925006079767","95.34722306663424,61.84459736746109","117.12533438715954,60.24046236624514","80.37889865029183,85.73634332441634","125.50857247081713,86.72916919990273","76.59576392266537,76.03213156614787","123.30883694066148,109.26880927772373","98.79264956225681,117.15621960116732","115.85090892509727,117.67494528210116","112.17033985894942,164.63006140564204","114.75249270428016,164.46602930447472","106.75994041828794,216.00858767023345","111.23098553015565,216.20149866245137",StandingHipAbduction,..\Python\dataset\StandingHipAbduction\How to Do Cable Hip Abduction Exercise.mp4_4_original\2_152.jpg,datasetStandingHipAbductionHow to Do Cable Hip Abduction Exercise.mp4_4_original,2
