,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
1212,"143.1954188959144,58.193625364785994","140.1146491974708,54.88791190418288","143.68526568579767,54.7811968020428","132.0845391536965,55.413378526264594","138.09592351653697,53.298056754620625","126.98763527480546,78.73668531128405","128.1030368433852,79.19444613326849","131.96327821011673,110.36105453550584","133.1391962548638,108.98049914883269","142.16842473249028,142.55465710116732","139.6819826118677,140.16170659046693","125.20445494892996,138.77412147373542","121.24821406857977,137.74040916828793","122.04672300583658,184.6672087791829","117.3664503283074,184.38267570525292","113.81743221060312,229.16912390564204","100.40507964494164,226.57827699416342",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\1_156.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,1
1214,"139.79850133754863,58.237437682392994","136.9405094844358,54.9186831225681","141.60286964980546,54.74385943579767","129.6656432392996,55.62841986867704","133.87249209630352,54.707164244892994","124.37154973249028,78.20780642023347","127.49132873297665,77.7312591196498","127.84568032587549,109.21569491731518","132.05889773832686,108.05919412694553","140.6332380836576,139.89430325875486","138.268421692607,137.85027054961088","123.95802681177042,138.50349586575877","123.03185037694553,138.09361320525292","121.30849495379377,182.8844236381323","119.76759332441634,184.00700693093384","112.63285049854086,229.4916403210117","107.77254833414398,227.69812439202335",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\2_159.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,2
1211,"138.91701118677042,57.13448443579767","136.04298394941634,54.01934125729572","141.21238144455253,54.82529790856031","128.41239056420233,54.7731753100681","132.03260274805447,54.5645329219358","122.64269972033074,78.39702395428016","126.07302559581713,77.88638436284047","127.2493692242218,108.44923394941634","129.83198565175098,107.93573686770428","140.6061831225681,138.33821741245137","139.21181906614785,135.93883754863813","124.32496352140078,138.0536843385214","122.52020002431907,137.40529243677042","123.97866761916343,184.73413180933852","120.47636490758755,184.41824233949416","112.86187530398833,231.7169260700389","109.13709873540856,230.28743616245137",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\3_162.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,3
1218,"137.67629803015564,57.4222435858463","135.6821954036965,53.90892889713035","138.16798394941634,54.0194780520428","127.86937621595331,55.21524653453307","129.21609010214007,54.898764287451364","120.98452699416343,79.52456225680935","123.73187469601167,79.52425066877431","126.20959995136187,110.53270914396887","127.3444339737354,108.71907678745136","141.43930873054475,138.98592534046693","138.19332137645915,135.9394303258755","124.10223127431907,138.8372598492218","115.37687712791829,136.2164548881323","123.8830252918288,185.481578307393","122.1206453672179,182.00407344357976","112.45336819066148,230.52337670233464","112.25984162208171,229.8550279669261",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\4_165.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,4
1213,"134.29260396400778,58.85565114299611","132.0811040856031,55.02325510700389","135.27170476653697,53.95485393360895","125.36115333171206,55.53867111502918","128.2908864299611,55.766483767023345","119.78084721546693,79.00658894698444","122.10356122324903,79.41482247081713","125.7750486381323,109.96587731031128","127.1028316512646,108.17084143968872","139.41755836575877,136.61805386673151","135.1950997081712,135.4161752188716","125.17540886429961,138.4600103356031","114.00790369649806,135.6985651750973","124.87976501702335,186.84168287937743","123.26444704523347,181.37123054474708","114.34541433608949,229.2370196984436","113.89644637645914,228.46119589007782",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\5_168.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,5
1216,"133.29757417315176,60.448420780642024","131.01234192607004,56.274410262645915","134.0282405155642,54.456191482247085","122.88905946011673,55.35041114421206","123.55304596303502,53.79303714737354","118.12613995622569,79.17672361381324","115.39263892266537,79.35394880836576","125.63551799610894,110.87275048638132","125.78311192850195,109.07060128891051","139.4016901750973,137.17070464494162","137.21832441634243,135.8427468385214","124.59640989785993,138.0326179474708","113.8078793774319,135.76557940175098","125.4733706225681,185.34300522859922","123.73852444066148,184.47248905642024","115.39734314202335,229.98364542801556","114.75112475680935,229.22156189202335",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\6_171.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,6
1220,"133.42912512159532,58.55901173394942","130.776234192607,56.141502766293776","133.5320707684825,55.905068245379375","120.82850498540856,55.61257447714008","119.71912238570039,56.73856623905642","118.252796692607,79.58882538910505","113.48013436284047,79.94354936770428","126.02953246595331,111.21979116001945","124.72126550340467,109.32829219357977","139.68663363326849,136.8872203307393","137.8304201118677,135.6149987840467","124.16107581468872,138.21592290856032","113.4052468385214,135.9318306177043","125.76956164883269,186.0169473492218","123.49397343142023,184.87984861381324","115.42834995136187,229.6400778210117","115.26915886429961,228.9640837791829",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\7_174.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,7
1215,"133.90068701361866,57.80388573078794","131.4359952577821,55.667755958171206","133.96134788424123,55.12773589494164","121.0124863205253,55.37937363205253","120.10334843142023,55.849404182879375","117.52150717412451,79.70624848005836","115.12148893482491,80.50333627188716","125.33928137159533,111.25180113083658","125.01709174367704,109.44049428501945","139.05145002431908,136.4721546692607","137.5618920233463,135.29467108463035","124.25053957928016,138.27593020428014","113.85701149075875,136.24875364785993","126.17738478842412,186.4026325389105","124.05037086575875,185.39174975680933","115.98831924854086,229.61452760214007","115.51195434095331,228.6673607733463",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\8_177.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,8
1217,"133.8425340466926,57.828242795476655","131.60742947470817,55.630532587548636","133.94035749027236,55.25956803258755","121.29500547178988,55.062697592412455","120.78210116731518,55.67695160505836","117.25462822227627,79.57071528453308","115.89607399075875,80.4049808487354","124.95448534776264,111.00634575632296","125.48920081468872,109.36632873297665","138.42898832684824,136.59463156614785","138.1839129377432,135.50574537937743","123.71162907344358,138.56257599708172","114.34590071741245,136.51474343385215","126.28833292801556,186.48961879863813","123.46546692607004,185.9164944066148","116.06769060068093,228.5365241974708","116.2723811405642,227.46385578793775",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_flipped\9_180.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_flipped,9
1228,"110.69942394212062,60.908172726167315","109.83936496838521,57.285657830739304","113.34106730301556,56.25822288424125","116.9745029790856,58.176491822714006","120.91799914883269,59.1585983098249","124.48679930690662,79.19126185554475","124.64913667315176,81.51497902480544","123.23188229571984,115.85961059095331","121.31363235651752,117.51856608706225","115.75543379134241,145.41597762645915","112.56291038424125,147.1878191877432","138.73449659533074,137.72110590953307","131.91424489299612,138.58663667315176","141.66711758268482,181.72929839494165","131.57695464494162,184.75948443579767","166.34338521400778,215.33116488326849","133.2275656614786,236.4862445282101",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\0_153.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,0
1230,"111.34462396643968,59.19962913424125","110.91464007782102,56.13366746716926","112.9490591561284,57.309836302285994","118.72233706225681,56.047524775048636","122.84270883998055,56.49087655034047","125.13230331955253,77.59637189931907","127.59982976653697,78.89259332441634","125.26977444066148,114.40932028210116","123.22737566877431,116.00408864299611","117.77912208171206,143.55906493190662","114.49566816634241,145.30172361381324","139.6335268725681,137.23952760214007","132.55230119163426,137.685812864786","137.86445160505838,185.6298030155642","130.78693458171207,186.1056815418288","154.5052285992218,226.87050097276264","142.79021765564204,227.55227079280155",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\1_156.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,1
1234,"114.13861107733463,57.49420142266537","113.92958870379377,55.08758283681907","117.16571923638132,55.759655429231515","120.90558122568093,54.81512189931907","125.39504803015565,54.358656827577825","132.21195586089493,76.63915065661479","126.79298394941634,78.4753997446498","125.10404000486382,116.81544868677042","123.12693792558366,116.45335299124514","117.8101516901751,142.37569917315176","115.59344601167315,144.33750303988327","139.87010578793775,136.84057332198444","133.26661296206225,137.63586758268482","134.93453611381324,185.48280946011673","130.6414457684825,184.307484192607","154.20760882782102,229.81234800583658","141.9618646643969,230.4076787451362",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\2_159.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,2
1232,"116.37208171206225,57.83574750729572","115.83892418531128,55.56966652480545","118.75626215953308,55.957236442120625","118.64167375972762,55.03245455374514","126.69176343628405,54.37468841196498","129.97481456712063,75.85321923638132","129.1795051070039,77.23096273103113","127.59631870136187,110.37028058122569","125.60056693822958,111.64276811770428","118.218172422179,138.64129377431908","115.09778544503891,140.5707076848249","138.5159441877432,134.91277054961088","134.2679201118677,135.64668956712063","134.45256262159532,182.61015017023345","131.84861381322958,182.4827942607004","149.93927833171207,230.08156006809338","141.31923334143968,230.8988630836576",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\3_162.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,3
1231,"117.56365515564202,57.34469236381323","115.89846029912451,53.10034274683852","117.98876763132296,53.25777830131323","122.34320282101167,55.0469015989786","128.17310615272373,53.960192728599225","131.72350741731518,76.25307788180935","129.31633025291828,78.65450206712062","127.02962366245136,110.65543683122569","127.22858402237354,111.68427012402724","119.30554626702335,138.4595391536965","115.77129438229572,140.10511916342412","139.46095269941634,135.20051070038912","134.95326179474708,136.71343020428014","132.05360834143968,181.474343385214","129.87334326361866,183.16239056420233","144.60721668287937,229.6939445525292","140.82663545719845,230.4020245622568",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\4_165.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,4
1235,"118.32196923638132,56.140761794747085","117.84973097033074,53.27266232976654","120.03471546692607,53.221090710116734","123.16752796692607,54.83808061770428","130.7817515807393,54.02012782709144","130.2574933122568,74.89377127918289","131.74557696984436,76.75917284776264","127.13671115029183,109.72553653939688","129.42927711575877,111.20677285992218","117.26463703793775,139.71947957198444","116.08668987110894,139.60606152723736","137.36445160505838,134.84233645428014","135.78704097762648,135.90161417801556","130.82598188229574,183.2292527966926","129.6627401507782,184.03761855544747","140.63887706712063,233.0147282344358","139.25398224708172,232.01180994649806",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\5_168.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,5
1236,"120.86603234435798,56.92875273589494","120.3059034533074,52.828512585116734","122.1176358827821,52.35984618190662","126.74717290856032,54.631927133998055","132.29907891536965,54.59420978234436","131.5866974708171,74.68903514105058","135.89922786964982,76.0734283803502","128.4427285992218,109.26452304231518","130.71659168287937,111.0196908438716","117.2863950024319,139.66039944066148","116.43072106031128,139.47723127431908","134.2089007782101,136.72805204280155","137.8919473492218,136.6845969114786","130.58019212062257,184.20370257782102","128.61989299610894,184.75393664883268","140.29023285505838,232.5304596303502","139.27323990758754,231.67383572470817",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\6_171.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,6
1238,"121.55704340953308,56.717906432392994","121.045765442607,52.531462791828794","123.34082411235408,52.00838627796693","128.10581833657588,54.710131930933855","134.2747598492218,54.588278210116734","133.93941512645915,75.25452182636187","136.9431997811284,76.6861548516537","128.80269637645915,109.42450449902724","130.50880046206225,111.36183730544747","117.4044032709144,138.0272373540856","116.20978234435798,139.37004499027236","140.30667862354085,136.12382964494162","136.39419686284046,136.72897920719845","130.6427073200389,183.72958718385215","128.42372932879377,184.95458414396887","140.03549063715954,233.1189050340467","139.13383086089493,232.26185554474708",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\7_174.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,7
1239,"122.42284776264592,57.04775656614786","122.75775170233463,53.93726440904669","124.50959083171206,52.437503799854085","127.78363630836576,54.79916251215953","135.71668287937743,54.87351805690662","133.67964190175098,75.35777146157588","137.12183852140078,76.87926343628405","128.74506018968873,108.84417558365759","130.90600680933852,110.86724829766537","118.32264561040856,137.0020823200389","116.35622872081713,138.65649319066148","140.30535627431908,136.05938411964982","135.08058730544747,137.00469661964982","130.79254316634243,183.90813472762648","127.64658317120623,185.20645367217898","139.86641232976655,233.2364877188716","139.49337305447472,233.59223005836577",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\8_177.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,8
1237,"123.2212579036965,56.492445890077825","123.46642448929961,53.829071163667315","125.3258298881323,51.98412420963035","128.05333475194553,54.148460299124515","136.11785627431908,54.74510958779183","133.4428349951362,74.93913393725681","137.15576361867704,76.70221303501945","129.01465223735408,108.27989725194553","131.2988813229572,110.15859830982491","117.68469570768482,136.04350072957197","116.43386733949417,137.7810676070039","139.36433000972764,136.0918196741245","135.17524927042803,136.30211879863813","130.6416281614786,183.90159897859922","127.58821741245136,185.35852383268482","139.29961089494162,232.4647373540856","139.0459478356031,233.0521035992218",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_1_original\9_180.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_1_original,9
1242,"162.4116609922179,88.78783134727627","160.4395367217899,82.95996473735408","161.97206347276264,81.06654304474708","151.50796449416342,81.56465071741245","153.58494953793775,81.88189293531128","144.16264895428014,101.28434308122569","141.42713399805447,98.90457806420234","138.87791828793775,138.63538120136187","141.8614877188716,138.90383329280155","143.29514226653697,170.2816755836576","144.12810068093384,168.9674884484436","113.72646370379377,141.8014348249027","118.09044412694553,151.93318336575877","124.79657101167315,190.05161721789884","122.73886642752919,189.50446862840468","118.86068214980546,232.19126945525292","119.13641476167315,231.18646643968873",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\0_228.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,0
1241,"164.5847215466926,94.26374787208171","163.0254742217899,90.16845513132296","165.2225498540856,89.92777997324903","153.15042862354085,87.97707928015565","158.18629924610894,87.32111806906615","140.08327760214007,108.53925249270428","152.28796814202335,109.89736594114787","139.641734557393,142.5523923881323","142.47832563229574,142.06908134727627","140.67494528210116,172.17625243190662","145.52880289396887,171.73853964007782","125.31104085603113,156.75041038424123","136.6955252918288,160.08750303988327","123.3719905155642,193.03751215953307","121.725452942607,192.2984861381323","118.81304717898833,233.84083171206225","120.25297148589495,232.81008329280155",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\1_231.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,1
1240,"164.8444035749027,96.48014956225681","162.54459508754863,92.47959478356032","165.98353903210116,92.93533408317121","152.4477444066148,90.84534593871595","161.3122112110895,93.68774319066148","141.51656736381324,112.05800857247083","153.38696194066148,113.2936299246109","141.92985469357976,144.1314901507782","144.4201574659533,144.76846729085602","143.22077152237355,176.27965406128405","145.55334995136187,175.5649775048638","113.74123753647861,153.69693883754863","116.10536995379377,157.51966804474708","123.19994832198444,195.31259119649806","122.76588339007782,193.02229754377433","117.77839250972762,234.1072622811284","119.47156949173151,232.8991518725681",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\2_234.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,2
1246,"167.4964129377432,100.0919564688716","165.41210177529183,96.06017448929961","168.2835451118677,97.94091226896887","156.3443579766537,96.64671236624514","163.44015989785993,98.69188503161479","144.47264105058366,115.51529061284047","157.55745379377433,114.51586059095331","143.3114968385214,149.49708171206225","145.80035566634243,148.0963339007782","143.24274987840468,182.530140442607","147.05768178501947,181.1782587548638","114.46728325632296,150.39784472276264","153.9022373540856,169.64839190175098","123.74648893482491,191.91995987354085","121.12523559095331,190.40124939202335","116.77822531614787,235.10946619649806","117.6426313229572,233.8315904669261",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\3_237.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,3
1243,"168.49612414883268,106.72118190661479","168.15203976167317,103.10044534289884","168.88218932392996,103.16020184824903","158.68576726653697,102.70636247568093","161.03109800583658,102.77860530155642","150.74262828307394,117.74108554231518","156.38343567607004,118.13107976653697","143.19450693093384,153.20493373054475","150.3662603356031,154.17331894455253","143.2956590466926,184.34957137645915","145.98705009727627,184.51527541342412","111.65837791828794,149.2991245136187","151.72092351653697,170.16430569066148","122.75468901994164,194.75636855544747","121.86946741245136,194.2886673151751","117.44225741731518,234.23303745136187","118.47020914396887,233.22797604571986",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\4_240.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,4
1245,"170.18152662937743,111.84263284289884","167.26481943093384,106.57063168774319","171.88287329766538,107.34953337791829","158.02441026264592,107.72755046206225","164.5619984192607,106.84725346546693","147.13668835116732,123.48694370136187","157.9195038910506,125.06576787451363","144.68818397373542,156.22403939688715","154.3417740758755,157.11319005350194","144.36691391050584,189.37746230544747","142.32204523346303,188.53456347276264","111.7624027237354,144.25750851167317","151.44651325389106,175.52950206712063","122.63345847519456,195.5892357733463","120.05466470087549,194.8217868433852","115.92098583414398,233.86990819552528","116.38593598005836,233.19537329766538",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\5_243.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,5
1249,"171.0879134241245,115.36067455009727","168.2257721303502,109.41817394212062","171.59247324902725,109.45572410019456","160.2582380836576,109.14654517266537","164.321954036965,108.77070160505836","146.38813229571986,127.67999148832685","157.91587123054475,127.58118008268482","144.5676222033074,162.53176678015564","152.50390625,161.2725103356031","145.6692910992218,194.5917436770428","143.03036843385215,193.46583171206225","112.43806997811284,143.87493920233464","120.57119406614787,146.74668652723736","121.12620075389106,197.2234770184825","116.66006505350195,196.39752553501947","115.3696954036965,232.85495196984436","115.54530946011673,232.49907283560313",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\6_246.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,6
1244,"170.47169868677042,119.25779730058366","168.89708475194553,115.38595877918289","172.900079036965,115.98449659533074","161.53097641050584,115.24632934095331","166.5493829036965,115.471546692607","148.8595877918288,132.15837791828793","154.26115637159532,130.10540795233464","144.79448869163426,167.92223978599222","145.61650352626458,168.17801556420233","48.579994528210115,132.590953307393","144.27026082198444,197.8041859192607","119.54482307879377,167.86691391050584","120.86995379377431,166.54892692120623","121.18618525048639,198.84800583657588","116.27092199659533,197.9357064688716","115.72204067363813,232.614390807393","115.40219935554475,230.88250851167317",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\7_249.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,7
1247,"170.48891962548637,124.53793774319067","167.799671692607,119.48404821254864","171.2298607733463,120.71766324173151","162.67213339007782,119.57838339007782","164.56528149319067,119.39292771157588","148.869406614786,134.98379742217898","155.1861776507782,131.89082259241246","145.3486594114786,171.39898467898834","146.6213825389105,170.94601167315176","48.025386825145915,131.0339402966926","145.51524501459144,201.44037268968873","108.21868160262646,148.51785931420233","148.84881140564204,189.00611016536965","119.96702486624514,199.8610925340467","115.87764469844358,199.0875486381323","116.35142570525292,232.34782344357976","115.05421631809338,229.840953307393",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\8_252.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,8
1250,"169.6271127188716,126.8992278696498","167.41982307879377,122.22306663424125","170.44408134727627,122.03466986867704","163.04745257782102,122.51268391293775","169.42386612354085,123.63901386186771","151.67869953793775,136.01922726167317","156.1088734192607,135.00740211575877","147.5392752918288,171.5961515077821","147.1657800340467,170.50044078307394","48.96422817363813,130.02071680447472","51.04752097519455,130.84428197957197","95.37178532344358,151.9006870136187","148.0110651750973,189.6744892996109","121.3568138983463,191.23911721789884","124.68702881809338,191.4392935311284","116.24853325632296,230.68734800583658","116.33069370136187,227.97989117217898",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_flipped\9_255.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_flipped,9
1308,"94.87867065904669,86.6570175705253","93.73847884241245,83.77267752918289","96.69943914153697,83.42308335359922","100.11306845817121,85.7518999270428","107.18175462062257,85.53048242947472","107.27222914640078,104.9920811040856","114.22028514105058,103.28971607490273","112.21545932636187,140.41483767023345","114.16315053501945,141.0666950389105","111.76095877918289,170.48534776264592","113.35588673394942,169.6828793774319","131.06373115272373,148.5938563959144","140.62551678015564,147.3458627188716","130.08230483949416,187.24875364785993","131.14637037937743,187.07616427529183","136.68629924610894,232.54023285505838","134.04374392023345,231.41401690175098",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_original\0_228.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_original,0
1311,"91.13280490029183,90.74036357003891","90.35744467412451,85.8621488934825","94.14102778453308,85.71899319066148","96.69553289153697,88.02117278696498","103.7962138253891,87.68849556177042","106.08818701361868,107.37398923881324","112.1021932757782,106.24227869649806","110.67638162694553,142.74357064688715","113.14535961819067,144.46279182879377","110.31576027480546,174.1930173881323","111.53444947714009,173.9942242217899","129.83666707198444,151.37287208171207","136.66711758268482,150.9653453307393","128.76746412937743,190.47724647373542","128.17134302042803,190.3805173881323","136.54140321011673,233.18096425097278","135.65590041342412,233.35524075875486",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_original\1_231.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_original,1
1317,"87.72061952821012,94.17021066391051","88.3084873540856,90.62452121838521","91.43999270428016,90.96127188715954","96.49434581712062,91.82150565418289","101.99954401750973,91.6452988205253","106.9374468020428,111.92837275048639","109.76635457198444,109.95160505836576","110.85188168774319,146.54806055447472","110.05334995136187,148.95409776264592","111.45100468142023,179.39512402723736","111.18213460603113,179.2139165856031","129.08586150291828,153.27216074902725","134.88035019455253,153.6229176799611","130.9586119892996,194.642266536965","129.4981304717899,194.59903939688715","135.01576179474708,233.6555660262646","135.72296023832686,233.3998054474708",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_original\2_234.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_original,2
1312,"86.29917011186771,100.3943716561284","83.38533560311284,97.23714129377431","89.27833171206225,97.00059277723736","88.05287116974708,99.62029578064202","99.80920932636187,97.7311831225681","105.98334143968872,116.52810372081713","108.9664016901751,118.24534137889106","109.29465588521401,152.39339129377433","108.76731213521401,154.80208839980546","108.32785141050584,184.4145640807393","111.94987232490273,181.40231335116732","131.247203307393,157.32114846789884","137.00905885214007,156.48214068579767","133.18476410505838,193.2513223492218","131.44909715466926,190.33108888618676","135.575860286965,234.58317120622567","135.64916707198444,233.2405763618677",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_original\3_237.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_original,3
1319,"84.98416220817121,107.9656113205253","83.13420324659533,102.34015533803502","87.04118281857977,102.7571285262646","88.23249787208171,104.33472914640078","95.27819491731518,103.05676982003891","104.14517722519456,118.68581286478599","106.04685220087549,119.02339190175097","108.3541767996109,153.2663393725681","108.42663241731518,155.57016050583658","108.30141962548639,187.68322896400778","110.06818458171206,183.7043409533074","132.56902054961088,157.1166859192607","135.29426070038912,153.90583961575877","132.02482064688715,194.6483311040856","131.87208171206225,190.4339129377432","134.5639287451362,234.2272160749027","137.50151994163426,233.53678258754863",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_original\4_240.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_original,4
1314,"85.00108675826849,112.51416585603113","82.04050644455253,108.878328672179","86.02846090710116,109.43205100924125","86.73204948929961,108.79999848005836","96.65920628647861,108.61936101653697","101.4401142996109,122.74122233706225","103.44268300097276,121.78049002918289","108.14394607247083,155.78924489299612","106.7950282709144,158.30186040856032","111.57028210116732,191.71536053015564","111.73372142509727,190.74664092898834","132.39520002431908,154.26556420233464","139.14737354085602,143.4067515807393","130.39890868190662,194.15138618677042","131.24449781128405,190.36005897373542","134.93221060311285,234.5699173151751","138.23373662451363,234.1898255107004",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_original\5_243.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_original,5
1313,"83.41509606031128,114.40339250972762","80.64731274319067,111.10691269455253","84.02126398346303,111.5787557757782","88.61619953793775,111.20662846546693","94.40191816634241,110.98898042315176","101.08303441147861,126.16198777966926","103.56876215953308,124.20319339737354","105.71305781857977,162.55724100194553","105.71827881809338,164.91322653210116","109.40273133511673,197.1146035992218","110.71922118190662,195.4239877188716","134.46543652723736,156.21490454766538","130.95157465953307,152.48974039396887","132.23379742217898,192.2186436040856","134.69528210116732,190.21399258268482","135.67213339007782,235.18047786964982","136.27626459143968,236.1738509241245",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_original\6_246.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_original,6
1316,"82.33503313472762,118.92128982247083","80.51009241245136,115.43828276994164","83.68977231274319,115.11726349708171","86.43198261186771,117.03792254377431","94.9987080496109,116.3592154061284","100.5685721668288,132.3024987840467","102.67537846546693,132.5526811770428","105.49761369163424,167.48285505836577","104.46338460603113,168.83476714494162","109.75027358949417,200.47780885214007","111.06744741001945,199.57818579766538","138.85302164396887,155.48115272373542","139.38928745136187,154.21478295233464","133.26729693579767,193.5198504377432","132.5203520184825,192.4977048881323","136.1002401507782,234.00378465466926","138.7256657344358,233.80751459143968",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Single Leg Deadlift.mp4_2_original\7_249.jpg,datasetSingleLegDeadliftSingle Leg Deadlift.mp4_2_original,7
