,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
750,"204.64941026264592,169.512828307393","203.86224768968873,159.7110438959144","208.0143026507782,163.6979571984436","80.49528058122569,60.56937013618677","91.26866488326849,59.007949294747085","87.97710207928016,69.71678927529183","92.74545537451363,76.35600072957199","146.755015807393,204.05816816634243","151.60452638618676,204.0193488570039","90.31032648346303,228.053000364786","91.11329644941634,229.96130228599222","34.42294655885214,72.82613387645914","32.17735818944553,73.7769485651751","33.806435432879375,56.161546996595334","29.556268239299612,140.5252310311284","33.335059733706224,185.94034229085602","33.29316254255836,187.0578337791829",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\7_38.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,7
746,"204.6194370136187,170.25854207198444","203.35967898832686,157.05762098735408","208.77787572957197,163.51463703793775","193.36279486867704,148.47934399319067","102.77366549124514,59.659377279912455","87.5931420233463,73.83840740515565","106.8977231274319,77.61159411478599","149.0732155885214,201.86711150291828","151.84859861381324,203.092062864786","90.84124969601167,227.43722641050584","92.60776386186771,229.96691087062257","18.39946156067607,78.24418622324903","30.524830146522373,74.33954736138132","32.61858204644942,58.91624361624514","34.825043318336576,140.41871352140078","34.042797756566145,187.7179596303502","34.68478690418288,188.9381535749027",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\8_41.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,8
748,"204.6619801799611,170.52869649805447","204.51402906128405,157.9664244892996","208.66017144941634,163.69891476167317","94.13871747324903,57.976026720573934","87.38151294990273,62.95565190296693","92.07614907587549,72.71602170476653","95.79350072957199,76.51038120136187","146.88767631322958,201.71501094357976","154.46859800583658,203.49980240758754","91.57363357247083,228.3215740515564","92.45198504377431,230.45128587062257","113.73289305690662,121.96723765807393","4.239049295507052,87.09397039153697","33.29543485530156,58.80991609922179","28.392952410627434,144.13636916342412","33.880141202577825,188.53602261673151","34.457741822714006,190.75421023832686",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\9_44.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,9
751,"253.62425522859922,0.3577595573454979","252.51617217898834,-2.8553799284107493","255.51556420233464,-1.9639879516126582","191.63507721303503,50.24930462670233","191.98069674124514,52.376162755350194","252.53384910019454,15.388345087548638","214.84759545233464,53.715136338764594","224.47273224708172,132.8034259484436","251.73385821984436,51.1053889530642","166.9213278210117,220.5232247081712","164.6202729815175,219.31398954280155","249.30274197470817,70.46256383754864","252.39962305447472,70.47856122324903","92.17231578307393,193.3017844114786","111.6184034533074,204.59698747568095","225.58909897859922,181.41898711089493","223.5,174.98163910505838",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\0_17.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,0
749,"181.49191391050584,60.06299398103113","185.6178410749027,50.67555325875487","187.2119710603113,52.536957380836576","187.99481699902725,49.92907572349222","192.02076240272373,51.88853128039883","214.01928805933852,54.54352732855058","212.16468567607004,56.14037420963035","224.02725255350194,131.5495196984436","164.5839615758755,68.79958049610894","163.3249787208171,222.38512281128405","164.06096485894943,224.2275656614786","151.7002219114786,109.66986107733463","145.52389348249028,109.97220026750973","97.36456560068093,200.1312013618677","113.92957350437743,201.08608949416342","227.92555325875486,178.2442698200389","221.69234861381324,175.80786417801556",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\1_20.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,1
752,"177.33426556420233,61.204044564688715","183.89950145914398,51.55160201848249","182.8410597033074,54.21733265442607","175.40267813715954,57.030174641293776","189.64673516536965,53.37506839737354","241.04210238326849,24.96059171327821","77.90017023346303,154.31821498054475","101.03567303015565,202.2741518725681","209.68652723735408,106.63257690904669","163.10235286964982,224.96057271400778","164.0907709143969,224.9042436770428","242.80091804474708,78.07582228842412","254.62709751945525,82.07030490029183","104.12361685311284,202.17243737840468","218.88966743677042,54.96143148103113","222.48884362840468,175.40539883268482","223.31192242217898,176.11569795719845",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\2_23.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,2
754,"252.33080009727627,5.182389671236624","249.70163545719845,4.366660270245623","255.29502067120623,2.36703811823626","59.52017342534047,155.33487354085602","189.1318093385214,52.19703763375487","217.87997020914398,62.51037740150778","166.60168409533074,67.06854176799611","101.12661873784047,204.23536296206225","111.83963855787938,204.38679474708172","161.82538910505838,224.6580435311284","162.89497203307394,224.73002796692606","131.8156158803502,116.09006414153697","136.5912724951362,117.2961910262646","105.59394759241245,204.93307696984436","216.70368737840468,52.1953125","223.53568822957197,184.68224100194553","225.450860286965,180.02489664396887",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\3_26.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,3
753,"253.5274501459144,8.686088354207198","49.182605787937746,155.48692850194553","50.92970649927043,153.78331712062257","240.23496777723736,47.41698458779183","196.5341530885214,52.467822835603116","218.0223887402724,67.94329857733463","73.48831924854086,173.20557210603113","219.18824477140078,127.48124392023347","106.32172604571984,202.9551009241245","161.01256991731518,227.33653027723736","162.65659958657588,228.3736016536965","130.00345026750972,113.92584964737354","145.1427377188716,102.16701118677042","222.6950237110895,126.18418652723736","218.15840831712063,54.888607277480546","226.0371929717899,183.24893604085602","225.28798334143968,180.93658803501947",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\4_29.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,4
758,"258.60952699416345,17.501685235286967","261.03638740272373,16.96312621595331","52.60204508146887,144.55689141536965","197.08408317120623,59.2252173516537","176.1016688959144,54.89671996595331","215.89551921206225,71.52518543287938","153.06857976653697,79.97531614785993","218.88475802529183,128.47359861381324","149.58855179961088,81.9362308487354","160.5159441877432,228.58535992217898","162.10677589980546,229.16755836575877","134.4537329766537,97.40788393725681","147.53334751945525,97.05483949416343","220.31155763618676,123.99539457684826","219.66805994649806,58.15583961575876","222.91030824416342,186.43503769455253","226.5873662451362,183.32266840953307",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\5_32.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,5
755,"263.14375607976655,18.998886642752918","259.69984192607006,14.707711423881323","52.25147054353113,142.87765989785993","241.6565387889105,46.05925112475681","170.0918804717899,57.44503511065175","215.97168348735408,71.66426009241245","164.32739542801556,83.66035384241245","219.6236320525292,127.12984861381324","110.49847245865759,203.85372081712063","160.48381262159532,228.69250060797665","161.8846820282101,229.54924610894943","148.27825571498056,97.89366488326849","138.0824568336576,109.92581924854086","220.4656645184825,122.93036387402724","220.7845026750973,58.73512737110895","225.95997993677042,181.2558821741245","227.0995257782101,182.08344479571986",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\6_35.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,6
756,"164.84344601167317,71.68208140807393","50.902279152480546,154.50805569066148","54.181940813472764,152.5426495622568","231.74572896400778,62.1268999270428","193.19576848249028,53.26407085967899","215.67493008268482,71.28811253647861","214.9830830496109,57.55424291707199","219.18736320525292,131.5607064688716","106.06554748297665,206.00994041828795","160.42058304961088,227.9162056177043","160.33970695525292,229.47984557392996","136.98001276750972,94.40400048638132","141.9580648103113,106.47845482733463","221.12297847762648,135.99484739785993","209.7465193336576,112.15267813715954","223.0423151750973,189.43525048638134","227.15719236381324,185.9868069066148",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\7_38.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,7
760,"163.11622993677042,64.36547756566148","51.04024045476654,157.78600741731518","53.27753754255836,155.22834083171207","237.56338156614785,58.60407420355058","173.2693184581712,54.04277495744164","216.8576118677043,68.96865880350195","163.27176556420233,86.07013010700389","103.24791767996109,205.858219844358","110.46650048638132,204.92693640564204","160.6768148103113,230.09712427042803","160.8343567607004,230.7055265077821","139.14988144455253,93.3425872446498","145.77489664396887,95.4055660262646","221.20210663910507,135.1654912451362","210.8538576118677,114.67291616001945","222.91424489299612,191.51395306420233","225.8390837791829,185.59302042801556",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\8_41.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,8
757,"55.99190631079767,158.77313351167317","51.05359694187743,158.64599039396887","54.58344479571984,156.29155520428014","235.89016901750972,58.464011581955255","57.708220604328794,147.12282648346303","215.97169868677042,68.1418409533074","213.26278270914398,62.606745500972764","102.88445403696498,206.65454766536965","107.7649638253891,205.44794199902725","161.41053623540856,231.87965102140078","161.2954462548638,230.59882660505838","138.79065843871595,95.54388071498055","145.86793227140078,97.93842716439688","221.98505897373542,134.17403331712063","209.2127614299611,114.23227748054475","222.6171875,190.04863813229574","224.99160992217898,185.920719844358",GluteBridge,..\Python\dataset\GluteBridge\how to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\9_44.jpg,datasetGluteBridgehow to do the Glute Bridge for hip strength and spine stability - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,9
798,"186.79541585603113,113.96648528696498","185.57075328307394,108.46532253161479","187.5550066877432,108.4987080496109","184.1215193336576,106.9576392266537","175.8999118433852,105.96380258998055","171.82418835116732,119.52441786235408","171.22153149319067,117.93446771643968","153.10107611867704,158.33722945038912","158.78798334143968,150.90214615758754","151.90881870136187,177.09008694066148","153.15161417801556,175.6193306177043","132.1740637159533,130.84180447470817","141.52875729571986,134.04766536964982","144.9645549610895,180.0649015077821","145.56803258754863,180.0929900291829","141.02846850680933,217.16398650291828","141.5889165856031,217.36261247568095",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\0_144.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,0
801,"189.44985712548637,111.02831651264592","187.51085238326849,105.3977231274319","189.3266202577821,105.37787268968872","180.0648255107004,103.52535262645914","178.82795780642024,103.9856973492218","171.23718689202335,118.15076301070039","169.71548212548637,120.89509362840467","152.52697896400778,157.66486806906616","158.4373936040856,150.99893604085602","151.2882721303502,179.04223917801556","152.29327273832686,177.1759940418288","131.13456043287937,130.81789579280155","136.91412329766538,122.26627857490273","145.60172969357976,180.4438077577821","144.19361016536965,180.4070707684825","140.82272920719845,219.00530459630352","140.9836150291829,219.08771583171207",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\1_147.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,1
802,"187.48654851653697,109.51636977140078","184.98755167801556,103.08013892266537","188.6521309581712,104.29804535505836","183.18824477140078,104.09273163910505","175.22147069552528,103.37063776750973","170.23256626945525,117.81374635214009","169.88316208657588,116.09287603356032","157.88823869163426,152.11315965466926","157.73650291828795,150.0839615758755","150.52048881322958,180.24063715953307","153.19824598735408,178.3264074659533","131.24536417801556,130.74504499027236","135.21537572957197,125.04059004134241","144.09490515564204,177.43221060311285","145.0531827577821,180.30383633268482","141.0020367217899,219.40650839007782","141.62483280642024,219.56242400291828",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\2_150.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,2
803,"186.45771522373542,106.04238357247083","183.9857429474708,101.69304778696498","186.91798394941634,101.29220877918289","183.67389652237355,100.24778088521401","173.0462670233463,98.20055629863813","167.91421449416342,112.24557696984436","164.53137159533074,109.18184581712062","157.69561648832686,144.95128587062257","155.83513193093384,144.3937408803502","152.05129803015564,173.32642266536965","152.97589372568095,171.94696923638134","132.0894485651751,134.45808000972764","135.79076483463035,125.8992582684825","145.25045598249028,179.4270428015564","144.30822896400778,177.98309824902725","141.26054839494162,219.91424489299612","141.78029243677042,219.99721850680933",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\3_153.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,3
804,"186.34996656128405,97.60146370379377","191.7177468385214,91.29720178745136","177.64918227140078,91.20207624027238","184.70418895914398,91.02307271400778","172.43328976167317,88.96236624513618","165.7197835603113,106.0168637524319","162.16840953307394,105.57280520428016","154.74030277237355,143.1624817607004","160.00468142023345,144.23881322957197","155.42134302042803,167.4819734922179","156.86103173638134,166.85241366731518","132.30862414883268,132.51218993190662","135.42453489785993,125.07333718385215","144.50925644455253,177.61328125","145.9774592655642,176.8100224951362","140.3205252918288,218.42841074902725","141.57909776264592,218.11139652237355",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\4_156.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,4
805,"190.1995075389105,83.4302422786965","183.55123723249028,81.89303410749028","180.7034441877432,77.32696984435798","181.9978112840467,81.43043227140078","172.01656736381324,80.58470634727627","169.15451726653697,101.24319826118678","166.94032709143968,96.07004651021401","124.34798303745136,133.58093689202335","156.97750486381324,135.30678501945525","155.9740849951362,166.04584143968873","156.03237475680933,164.71426617217898","133.70811040856032,134.4043804717899","140.19701483463035,123.56823777966926","143.31196802042803,176.8119528210117","144.68500729571986,177.38918105544747","140.02789092898834,218.5377705496109","141.51307149805447,218.11673151750972",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\5_159.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,5
806,"183.23565175097278,73.8775611016537","179.94271339980546,71.33802741974708","178.01609618190662,70.82237962062257","177.6148619892996,71.39594479571984","170.8622780885214,71.21419017509727","165.68962791828795,89.76993403453308","174.53017084143968,89.41939749513618","149.63547239785993,117.73009636429961","165.46852200875486,127.14445525291829","152.55684581712063,148.59244285019454","157.84882660505838,150.6397282344358","139.02126398346303,121.35768026507782","140.83355119163426,124.25880806177042","140.9939810311284,175.90968506809338","146.21891719357976,173.48826605058366","140.66892631322958,217.4478964007782","141.86749148832686,217.38576118677042",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\6_162.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,6
808,"183.8351775291829,61.4684080131323","182.07914336089493,59.818739360408564","180.40301252431908,56.98516916950389","176.11211089494162,60.18316816634241","168.99658013132296,59.43595725924125","168.12332806420233,80.92382052529183","162.09280763618676,79.52210755107004","154.9251732733463,107.83964615758755","155.09089250972764,109.239390807393","148.64670476653697,126.89880988570039","157.6147555933852,123.10622112110894","143.49743129863813,121.97533134727627","143.99908803501947,123.99109314202335","141.7301799610895,172.94704523346303","142.00714372568095,172.0543987110895","140.56313837548637,218.07315479085602","140.35945099708172,217.94131505350194",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\7_165.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,7
807,"176.1774987840467,56.22233706225681","174.80939931906616,51.40518604085603","170.17432210603113,51.05480149562257","173.0307028210117,53.81861016536965","164.62928623540856,52.92295415856031","164.1168683122568,71.90788393725681","160.42692120622567,74.97786964980544","152.0814232733463,106.53691938229572","145.7798516536965,106.28539184095331","154.25173273346303,133.2588156614786","155.72303623540856,133.30410992217898","147.5327547422179,125.07279760457199","145.89817910992218,126.07354237597276","142.4228021643969,174.0288180933852","142.4093962791829,173.1868920233463","140.58219844357976,216.50130714980546","140.19105666342412,216.93142023346303",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\8_168.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,8
809,"178.208140807393,47.512395124027236","171.9568488570039,44.86702030642024","172.76296510214007,42.74980240758755","167.64032101167317,43.117271096789885","162.82906736381324,46.10194628526265","159.7030186040856,69.33004012645914","159.57441634241246,67.94031949173151","148.34735226167317,108.36100133754864","144.4236685311284,109.13688594357977","153.78649379863813,137.1589402966926","106.55772738326849,157.502751094358","146.66772555933852,129.79002006322958","142.49385943579767,130.12791828793775","143.53134119649806,175.76468263618676","142.6988995622568,175.29793895914398","141.10735347762648,216.56449112354085","140.35698869163426,216.80503708657588",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\9_171.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,9
810,"64.30148042315176,112.64948625972762","67.35744467412451,109.6354267996109","66.05514348249028,109.46639409046693","76.10864542801556,108.18398133511673","72.2984329401751,109.1594950753891","82.46466135700389,122.10638831468872","89.2076392266537,121.4953033803502","93.41058183365759,156.20158985894943","95.70916676799611,155.40930508268482","100.5792877553502,178.32209083171207","105.99268148103113,178.03342351653697","110.53996686527238,139.77991245136187","122.98768847276264,139.53199477140078","110.82170324659533,180.06940053501947","111.89412846546693,176.46295902237355","114.42075784289884,214.56781979571986","117.08691026264592,214.49518178501947",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\0_144.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,0
812,"69.62686952821012,107.99484739785993","74.75846607490273,103.49069795719845","66.6198549975681,103.1496762524319","78.64126337548639,101.68869315418289","69.93566847033074,105.72113630836576","92.78869011429961,115.21403058122569","75.44819278939688,117.98290825632296","94.45108827821012,154.08861259727627","142.896218385214,130.12957502431908","103.46045111867704,179.7794868677043","106.40024623054475,178.83048090953307","114.02456985651752,141.6404426070039","125.02626459143968,139.1712214250973","110.34341561284047,180.68827517023345","111.4836378283074,176.8898346303502","116.1341044503891,216.71707806420233","118.03459387159533,216.42901872568095",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\1_147.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,1
811,"69.11363083657588,107.02091439688716","72.13815509484436,102.37434642509727","69.5468218020428,102.84365880350195","82.65403088521401,100.61346364299611","72.38299489299611,102.90331651264592","92.01515381809338,113.67045385457199","75.2254301434825,117.3670811040856","94.37430082684826,148.9328337791829","141.82861138132296,131.61136612354085","105.53872811284047,179.58463035019454","108.29822774805447,178.77748054474708","107.04283195525292,141.45385457198444","124.52757934095331,138.3584478356031","110.82821619649806,180.21381018968873","111.68991670719845,177.1310493677043","115.48985438959144,215.13136855544747","118.68089585359922,214.8959599951362",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\2_150.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,2
813,"68.86187530398833,102.04451149075875","76.21520093628405,97.94616366731518","68.10764986624514,98.7482596668288","81.21875759970817,96.41808274562257","70.03824933122569,99.7322622811284","90.3620424975681,108.99249148832685","85.13430204280155,109.46248784046693","92.03818093385215,143.8061162451362","137.3319248540856,130.43594965953307","103.94816999027238,176.00439263132296","157.28027723735408,139.73671571011673","111.29415430447472,139.75790369649806","120.39380927772373,131.09416038424123","110.89323169990273,180.97026994163426","112.16965588521401,179.25997081712063","116.41996747324903,218.39029061284046","119.68024987840467,218.38849708171207",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\3_153.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,3
815,"68.58022251945525,93.65930508268482","74.23958839980544,87.96710846303502","67.56341196498055,89.43195221303502","81.89482763861868,86.59578672178988","71.581453672179,90.47159229085604","91.57079888132296,105.07859618190662","78.15833232003891,106.53011004377431","95.84745865758755,132.83920537451363","106.96056511429961,128.40792193579767","102.1360575753891,166.11034776264592","108.53802133998055,171.4397951118677","114.80390473005836,132.66758876459144","116.64475164153697,131.32759302042803","110.41754316634241,178.3644972033074","108.64830830496109,177.97394820038912","116.4718658803502,219.14510882782102","118.38681754620623,219.01112597276264",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\4_156.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,4
817,"67.10195768482491,82.6114345209144","74.24484739785993,79.00475741731518","68.30734739785993,81.48229267996109","78.73805325875486,80.6275079036965","70.572265625,81.0155718020428","83.47995956955253,100.92815235894942","85.71324781128405,99.3861639713035","90.21221425097276,133.23969479571986","108.74283347519456,126.13264530642023","103.34793743920234,165.25503100680933","134.65226775291828,144.28506505350194","111.27488144455253,131.69152784533074","115.5378465466926,129.42151021400778","110.13346607490273,178.40246534533074","114.0093172422179,177.8991518725681","116.18840436527238,219.08672786964982","118.82443914153697,219.26256991731518",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\5_159.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,5
814,"71.92962670233463,75.03569582928016","75.49580496108949,67.63126215953308","73.55169321498055,70.89188655155642","86.59773224708171,69.74947562013618","73.05168561527238,70.6060767266537","81.91699598735408,93.84373480058366","90.33757903696498,90.91380410992218","94.9388451483463,124.88601197714009","108.71450936284047,121.81974252188716","97.81452152237354,150.22821923638134","99.59326361867704,162.48165430447472","112.50609496595331,131.63659715466926","116.2613235651751,129.9865181177043","111.43316056663424,177.3150839007782","112.00823808365759,176.87440722276264","116.29170719844358,216.744406614786","117.94601927285993,216.4016293774319",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\6_162.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,6
816,"72.04759697227627,65.64475924124514","75.14996504134241,61.53005304596304","73.60646431177042,60.89073899562257","81.24311466439688,61.84632630107004","77.37418683122569,64.00978842412451","82.87725711332685,85.82208323200389","88.49361624513618,86.02279912451363","99.08864299610894,115.91063503161479","123.87531158803502,125.51549580496109","100.00871686527238,142.12002979085602","147.0099252188716,146.8052954766537","115.68138223492218,139.61609314202335","115.77372628891051,132.9225893725681","111.09355240758755,176.5335755107004","109.69764561040856,176.10992217898834","116.83048090953308,216.67333414396887","117.38752431906615,216.46640928988327",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\7_165.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,7
818,"81.84767904912451,57.41707958414397","82.63944704523347,52.16642220938716","84.65258694066148,51.99460040734436","87.66054383511673,53.248548455739304","84.44604207198444,54.87830587305447","90.72957958414398,76.81344236381324","91.56063047178988,76.83755623784047","107.09186527237354,108.91323413180935","113.24373024075875,116.33753343871595","99.67091743677042,135.2748054474708","145.8899106274319,149.67524927042803","114.08438715953308,126.46757204523347","115.49868525048639,126.4713642996109","113.43192941391051,180.09648589494165","111.11515077821012,178.2717199659533","116.46308821741245,216.47378100680933","115.4869361016537,216.58991974708172",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\Best Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\8_168.jpg,datasetSingleLegDeadliftBest Move for Booty_ Single Leg Deadlifts - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,8
